phylum;class;order;family;genus;species
Tracheophyta;Magnoliopsida;Piperales;Aristolochiaceae;Aristolochia;Aristolochia elegans
Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Clerodendrum;Clerodendrum quadriloculare
Arthropoda;Insecta;Lepidoptera;Hesperiidae;Epargyreus;Epargyreus zestos
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Neptunia;Neptunia pubescens
Arthropoda;Insecta;Lepidoptera;Hesperiidae;Ephyriades;Ephyriades arcas
Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Momordica;Momordica charantia
Arthropoda;Insecta;Hemiptera;Coreidae;Phthiacnemia;Phthiacnemia picta
Chordata;Amphibia;Anura;Eleutherodactylidae;Eleutherodactylus;Eleutherodactylus johnstonei
Chordata;Amphibia;Anura;Eleutherodactylidae;Eleutherodactylus;Eleutherodactylus planirostris
Arthropoda;Insecta;Hemiptera;Aphididae;Aphis;Aphis nerii
Arthropoda;Insecta;Odonata;Libellulidae;Pantala;Pantala flavescens
Arthropoda;Insecta;Hymenoptera;Braconidae;;
Arthropoda;Insecta;Coleoptera;Chrysomelidae;Cryptocephalus;Cryptocephalus krugi
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas americana
Chordata;Aves;Passeriformes;Parulidae;Helmitheros;Helmitheros vermivorum
Arthropoda;Insecta;Hymenoptera;Apidae;Centris;Centris decolorata
Chordata;Aves;Passeriformes;Cardinalidae;Passerina;Passerina cyanea
Chordata;Aves;Anseriformes;Anatidae;Mergus;Mergus serrator
Chordata;Aves;Charadriiformes;Laridae;Gelochelidon;Gelochelidon nilotica
Arthropoda;Insecta;Coleoptera;Coccinellidae;Cycloneda;Cycloneda sanguinea
Chordata;Aves;Caprimulgiformes;Caprimulgidae;Chordeiles;Chordeiles minor
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas cyanoptera
Tracheophyta;Liliopsida;Commelinales;Pontederiaceae;Eichhornia;Eichhornia crassipes
Chordata;Aves;Charadriiformes;Scolopacidae;Limosa;Limosa haemastica
Chordata;Aves;Gruiformes;Rallidae;;
Chordata;Aves;Passeriformes;Parulidae;;
Chordata;Aves;Passeriformes;Parulidae;Setophaga;Setophaga aestiva
Chordata;Aves;Passeriformes;Parulidae;Seiurus;Seiurus aurocapilla
Chordata;Aves;Passeriformes;Parulidae;Parkesia;Parkesia motacilla
Chordata;Aves;Passeriformes;Parulidae;Oporornis;Oporornis agilis
Chordata;Aves;Charadriiformes;Laridae;Leucophaeus;Leucophaeus pipixcan
Chordata;Aves;Caprimulgiformes;Caprimulgidae;Antrostomus;Antrostomus carolinensis
Chordata;Aves;Passeriformes;Parulidae;Protonotaria;Protonotaria citrea
Chordata;Aves;Passeriformes;Parulidae;Setophaga;Setophaga magnolia
Chordata;Aves;Accipitriformes;Accipitridae;Buteo;Buteo jamaicensis
Chordata;Aves;Passeriformes;Vireonidae;Vireo;Vireo flavifrons
Arthropoda;Insecta;Odonata;Libellulidae;Orthemis;
Chordata;Aves;Charadriiformes;Laridae;Larus;Larus smithsonianus
Chordata;Mammalia;Cetacea;Delphinidae;;
Arthropoda;Insecta;Lepidoptera;Pieridae;Eurema;Eurema elathea
Chordata;Aves;Piciformes;Picidae;Sphyrapicus;Sphyrapicus varius
Chordata;Aves;Passeriformes;Parulidae;Setophaga;Setophaga citrina
Chordata;Aves;Charadriiformes;Laridae;Sterna;Sterna forsteri
Chordata;Aves;Charadriiformes;Charadriidae;Charadrius;Charadrius nivosus
Arthropoda;Insecta;Lepidoptera;Hesperiidae;Panoquina;Panoquina lucas
Chordata;Aves;Phoenicopteriformes;Phoenicopteridae;Phoenicopterus;Phoenicopterus ruber
Chordata;Aves;Charadriiformes;Laridae;Chroicocephalus;Chroicocephalus ridibundus
Chordata;Aves;Psittaciformes;Psittacidae;Ara;Ara ararauna
Chordata;Aves;Passeriformes;Vireonidae;Vireo;Vireo griseus
Arthropoda;Insecta;Lepidoptera;Hesperiidae;Urbanus;Urbanus proteus
Chordata;Aves;Charadriiformes;Scolopacidae;Limosa;Limosa fedoa
Chordata;Aves;Passeriformes;Hirundinidae;;
Chordata;Aves;Passeriformes;Tyrannidae;Tyrannus;Tyrannus savana
Arthropoda;Insecta;Lepidoptera;Noctuidae;Melipotis;Melipotis fasciolaris
Arthropoda;Insecta;Lepidoptera;Crambidae;Synclera;
Arthropoda;Insecta;Hymenoptera;Sphecidae;Prionyx;Prionyx thomae
Arthropoda;Insecta;Hymenoptera;Crabronidae;;
Chordata;Reptilia;Squamata;Typhlopidae;Indotyphlops;Indotyphlops braminus
Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopa;Xylocopa caribea
Chordata;Aves;Gruiformes;Rallidae;Porzana;Porzana porzana
Chordata;Aves;Passeriformes;Vireonidae;Vireo;Vireo olivaceus
Chordata;Aves;Passeriformes;Parulidae;Leiothlypis;Leiothlypis peregrina
Chordata;Aves;Psittaciformes;Psittacidae;Ara;Ara chloropterus
Arthropoda;Insecta;Lepidoptera;Noctuidae;Melipotis;Melipotis famelica
Cnidaria;Hydrozoa;Siphonophorae;Physaliidae;Physalia;Physalia physalis
Arthropoda;Insecta;Coleoptera;Cerambycidae;Methia;Methia necydalea
Tracheophyta;Magnoliopsida;Malpighiales;Chrysobalanaceae;Chrysobalanus;Chrysobalanus icaco
Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Pterois;Pterois volitans
Chordata;Actinopterygii;Beryciformes;Holocentridae;Myripristis;Myripristis jacobus
Echinodermata;Asteroidea;Valvatida;Oreasteridae;Oreaster;Oreaster reticulatus
Tracheophyta;Liliopsida;Asparagales;Amaryllidaceae;Zephyranthes;Zephyranthes citrina
Chordata;Actinopterygii;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster rostrata
Chordata;Actinopterygii;Perciformes;Chaetodontidae;Chaetodon;Chaetodon capistratus
Chordata;Aves;Passeriformes;Parulidae;Setophaga;Setophaga virens
Tracheophyta;Magnoliopsida;Malpighiales;Passifloraceae;Passiflora;Passiflora edulis
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Bauhinia;Bauhinia purpurea
Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Duranta;Duranta erecta
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia tirucalli
Tracheophyta;Liliopsida;Poales;Poaceae;Sorghum;Sorghum bicolor
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Opuntia;Opuntia ficus-indica
Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Cordyline;Cordyline fruticosa
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Bauhinia;Bauhinia monandra
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Theobroma;Theobroma cacao
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Hura;Hura crepitans
Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Petrea;Petrea volubilis
Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Celosia;Celosia argentea
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Tithonia;Tithonia diversifolia
Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Clerodendrum;Clerodendrum thomsoniae
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Clitoria;Clitoria ternatea
Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Momordica;Momordica balsamina
Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Thunbergia;Thunbergia grandiflora
Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Hedychium;Hedychium coronarium
Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Ruellia;Ruellia simplex
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Asclepias;Asclepias curassavica
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Bauhinia;Bauhinia variegata
Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Dracaena;Dracaena reflexa
Tracheophyta;Magnoliopsida;Ranunculales;Papaveraceae;Argemone;Argemone mexicana
Arthropoda;Arachnida;Trombidiformes;Eriophyidae;Mesalox;Mesalox paucinotus
Arthropoda;Chilopoda;Scolopendromorpha;Scolopendridae;Scolopendra;Scolopendra alternans
Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Barleria;Barleria repens
Arthropoda;Insecta;Coleoptera;Elateridae;Conoderus;Conoderus bifoveatus
Arthropoda;Insecta;Coleoptera;Cerambycidae;Curtomerus;Curtomerus flavus
Arthropoda;Insecta;Coleoptera;Cerambycidae;Caribbomerus;Caribbomerus similis
Arthropoda;Insecta;Coleoptera;Elateridae;Esthesopus;Esthesopus poedicus
Arthropoda;Insecta;Coleoptera;Cerambycidae;Urgleptes;Urgleptes cobbeni
Tracheophyta;Magnoliopsida;Lamiales;Bignoniaceae;Spathodea;Spathodea campanulata
Arthropoda;Malacostraca;Decapoda;Grapsidae;;
Arthropoda;Malacostraca;Decapoda;Portunidae;Achelous;Achelous spinimanus
Arthropoda;Malacostraca;Decapoda;Mithracidae;Mithraculus;Mithraculus cinctimanus
Arthropoda;Malacostraca;Decapoda;Mithracidae;Mithrax;Mithrax pleuracanthus
Arthropoda;Malacostraca;Decapoda;Panopeidae;Panopeus;Panopeus lacustris
Mollusca;Bivalvia;Galeommatida;Basterotiidae;Basterotia;Basterotia elliptica
Mollusca;Bivalvia;Venerida;Veneridae;Chione;Chione cancellata
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Hemitoma;Hemitoma octoradiata
Mollusca;Gastropoda;Cycloneritida;Neritidae;Nerita;Nerita peloronta
Mollusca;Gastropoda;Littorinimorpha;Triviidae;Pusula;Pusula pediculus
Mollusca;Bivalvia;Mytilida;Mytilidae;Brachidontes;Brachidontes modiolus
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Fissurella;Fissurella barbadensis
Mollusca;Bivalvia;Arcida;Arcidae;Barbatia;Barbatia domingensis
Mollusca;Bivalvia;Ostreida;Isognomonidae;Isognomon;Isognomon alatus
Mollusca;Gastropoda;;Planaxidae;Supplanaxis;Supplanaxis nucleus
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Fissurella;Fissurella nodosa
Mollusca;Gastropoda;Littorinimorpha;Hipponicidae;Hipponix;Hipponix incurvus
Mollusca;Gastropoda;Trochida;Phasianellidae;Eulithidium;Eulithidium bellum
Mollusca;Gastropoda;Littorinimorpha;Triviidae;Niveria;Niveria quadripunctata
Mollusca;Gastropoda;Littorinimorpha;Hipponicidae;Hipponix;Hipponix subrufus
Mollusca;Gastropoda;Littorinimorpha;Triviidae;Niveria;Niveria suffusa
Mollusca;Bivalvia;Pectinida;Pectinidae;Caribachlamys;Caribachlamys ornata
Mollusca;Gastropoda;Littorinimorpha;Littorinidae;Echinolittorina;Echinolittorina tuberculata
Mollusca;Gastropoda;Littorinimorpha;Cymatiidae;Ranularia;Ranularia cynocephala
Mollusca;Gastropoda;;Lottiidae;Lottia;Lottia leucopleura
Mollusca;Bivalvia;Limida;Limidae;Ctenoides;Ctenoides mitis
Mollusca;Gastropoda;Cycloneritida;Neritidae;Nerita;Nerita versicolor
Mollusca;Gastropoda;Cycloneritida;Neritidae;Smaragdia;Smaragdia viridis
Mollusca;Gastropoda;Cycloneritida;Neritidae;Nerita;Nerita tessellata
Mollusca;Bivalvia;Ostreida;Pinnidae;Atrina;Atrina vexillum
Arthropoda;Insecta;Lepidoptera;Crambidae;Palpita;
Arthropoda;Maxillopoda;Pedunculata;Lepadidae;Lepas;Lepas indica
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Oldenlandia;Oldenlandia corymbosa
Tracheophyta;Magnoliopsida;Gentianales;Loganiaceae;Spigelia;Spigelia anthelmia
Tracheophyta;Liliopsida;Alismatales;Araceae;Pistia;Pistia stratiotes
Arthropoda;Insecta;Lepidoptera;Arctiidae;Horama;Horama panthalon
Tracheophyta;Magnoliopsida;Saxifragales;Crassulaceae;Kalanchoe;Kalanchoe daigremontiana
Arthropoda;Malacostraca;Decapoda;Gecarcinidae;Cardisoma;Cardisoma guanhumi
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Allamanda;Allamanda blanchetii
Tracheophyta;Magnoliopsida;Myrtales;Lythraceae;Punica;Punica granatum
Arthropoda;Insecta;Diptera;Syrphidae;Palpada;Palpada agrorum
Tracheophyta;Liliopsida;Zingiberales;Marantaceae;Maranta;Maranta leuconeura
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Jatropha;Jatropha curcas
Tracheophyta;Liliopsida;Asparagales;Amaryllidaceae;;
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Ambrosia;Ambrosia hispida
Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Solanum;Solanum lanceifolium
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Hymenaea;
Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Cardiospermum;Cardiospermum microcarpum
Tracheophyta;Magnoliopsida;Malpighiales;Calophyllaceae;Calophyllum;Calophyllum tacamahaca
Tracheophyta;Magnoliopsida;Zygophyllales;Zygophyllaceae;Kallstroemia;Kallstroemia curta
Tracheophyta;Magnoliopsida;Oxalidales;Oxalidaceae;Oxalis;Oxalis corniculata
Tracheophyta;Magnoliopsida;Zygophyllales;Zygophyllaceae;Kallstroemia;Kallstroemia pubescens
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Emilia;Emilia sonchifolia
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Albizia;Albizia lebbeck
Chlorophyta;Ulvophyceae;Cladophorales;Cladophoraceae;Cladophora;Cladophora crispula
Tracheophyta;Liliopsida;Asparagales;Amaryllidaceae;Hippeastrum;Hippeastrum puniceum
Tracheophyta;Magnoliopsida;Caryophyllales;Portulacaceae;Portulaca;Portulaca quadrifida
Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;
Chordata;Mammalia;Cetacea;Delphinidae;Stenella;Stenella attenuata
Chordata;Mammalia;Cetacea;Balaenopteridae;Megaptera;Megaptera novaeangliae
Arthropoda;Insecta;Coleoptera;Elateridae;Heteroderes;Heteroderes amplicollis
Arthropoda;Arachnida;Trombidiformes;Eriophyidae;Aceria;Aceria avicenniae
Arthropoda;Arachnida;Trombidiformes;Eriophyidae;Colomerus;Colomerus bucidae
Arthropoda;Arachnida;Trombidiformes;Eriophyidae;Acalitus;Acalitus amicorum
Mollusca;Gastropoda;Neogastropoda;Muricidae;Vasula;Vasula deltoidea
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus websteri
Mollusca;Gastropoda;;Plakobranchidae;Elysia;Elysia crispata
Arthropoda;Malacostraca;Decapoda;Mithracidae;Mithraculus;Mithraculus sculptus
Mollusca;Bivalvia;Venerida;Chamidae;Chama;Chama florida
Mollusca;Gastropoda;Littorinimorpha;Barleeiidae;Barleeia;Barleeia mexicana
Platyhelminthes;;Polycladida;Gnesiocerotidae;Styloplanocera;Styloplanocera fasciata
Echinodermata;Holothuroidea;Holothuriida;Holothuriidae;Holothuria;Holothuria impatiens
Echinodermata;Holothuroidea;Holothuriida;Holothuriidae;Holothuria;Holothuria parvula
Mollusca;Gastropoda;Lepetellida;Scissurellidae;Sinezona;Sinezona confusa
Arthropoda;Malacostraca;Decapoda;Dromiidae;Dromia;Dromia erythropus
Mollusca;Bivalvia;Lucinida;Lucinidae;Clathrolucina;Clathrolucina costata
Arthropoda;Malacostraca;Decapoda;Epialtidae;Macrocoeloma;Macrocoeloma trispinosum
Arthropoda;Malacostraca;Decapoda;Diogenidae;Paguristes;Paguristes puncticeps
Mollusca;Gastropoda;Stylommatophora;Euconulidae;Guppya;Guppya gundlachi
Mollusca;Gastropoda;Neogastropoda;Bellolividae;Jaspidella;Jaspidella jaspidea
Mollusca;Polyplacophora;Chitonida;Acanthochitonidae;Cryptoconchus;Cryptoconchus floridanus
Echinodermata;Asteroidea;Valvatida;Asterinidae;Asterinides;Asterinides folium
Mollusca;Gastropoda;Nudibranchia;Facelinidae;Phidiana;Phidiana lynceus
Mollusca;Bivalvia;Arcida;Noetiidae;Arcopsis;Arcopsis adamsi
Echinodermata;Echinoidea;Spatangoida;Brissidae;Brissus;Brissus unicolor
Mollusca;Gastropoda;Nudibranchia;Discodorididae;Discodoris;Discodoris branneri
Mollusca;Gastropoda;Stylommatophora;Gastrocoptidae;Gastrocopta;Gastrocopta barbadensis
Mollusca;Bivalvia;Carditida;Condylocardiidae;Carditopsis;Carditopsis bernardi
Mollusca;Gastropoda;;Triphoridae;Cosmotriphora;Cosmotriphora melanura
Echinodermata;Ophiuroidea;Ophiacanthida;Ophiocomidae;Ophiocoma;Ophiocoma echinata
Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Ophiocnida;Ophiocnida scabriuscula
Arthropoda;Malacostraca;Decapoda;Mithracidae;Mithraculus;Mithraculus coryphe
Mollusca;Gastropoda;Trochida;Phasianellidae;Eulithidium;Eulithidium affine
Mollusca;Gastropoda;;Pyramidellidae;Odostomia;Odostomia laevigata
Mollusca;Gastropoda;Littorinimorpha;Zebinidae;Schwartziella;Schwartziella bryerea
Mollusca;Polyplacophora;Chitonida;Chitonidae;Rhyssoplax;Rhyssoplax janeirensis
Mollusca;Gastropoda;Neogastropoda;Marginellidae;Volvarina;Volvarina subtriplicata
Mollusca;Bivalvia;Ostreida;Pinnidae;Pinna;Pinna carnea
Arthropoda;Malacostraca;Decapoda;Epialtidae;Epialtus;Epialtus bituberculatus
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus floridanus
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;Mitrella ocellata
Arthropoda;Malacostraca;Decapoda;Grapsidae;Pachygrapsus;Pachygrapsus gracilis
Mollusca;Gastropoda;Stylommatophora;Sagdidae;Hyalosagda;Hyalosagda subaquila
Arthropoda;Malacostraca;Decapoda;Stenopodidae;Stenopus;Stenopus hispidus
Mollusca;Gastropoda;Trochida;Solariellidae;Solariella;Solariella lacunella
Mollusca;Polyplacophora;Chitonida;Ischnochitonidae;Ischnochiton;Ischnochiton hartmeyeri
Mollusca;Gastropoda;Trochida;Turbinidae;Lithopoma;Lithopoma americanum
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus angulosus
Mollusca;Bivalvia;Cardiida;Tellinidae;Oudardia;Oudardia sandix
Mollusca;Gastropoda;Trochida;Tegulidae;Cittarium;Cittarium pica
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus armillatus
Mollusca;Gastropoda;Trochida;Phasianellidae;Eulithidium;Eulithidium tessellatum
Mollusca;Gastropoda;Littorinimorpha;Tornidae;Cochliolepis;Cochliolepis parasitica
Mollusca;Gastropoda;Trochida;Areneidae;Arene;Arene venustula
Arthropoda;Malacostraca;Decapoda;Portunidae;Charybdis;Charybdis hellerii
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus bahamensis
Echinodermata;Ophiuroidea;Ophiacanthida;Ophiodermatidae;Ophioderma;Ophioderma brevicaudum
Mollusca;Gastropoda;Littorinimorpha;Zebinidae;Zebina;Zebina browniana
Mollusca;Gastropoda;Neogastropoda;Muricidae;Claremontiella;Claremontiella nodulosa
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Costoanachis;Costoanachis hotessieriana
Annelida;Polychaeta;Amphinomida;Amphinomidae;Hermodice;Hermodice carunculata
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus formosus
Mollusca;Gastropoda;Cephalaspidea;Haminoeidae;Haminoea;Haminoea antillarum
Mollusca;Polyplacophora;Chitonida;Ischnochitonidae;Ischnochiton;Ischnochiton erythronotus
Mollusca;Gastropoda;Littorinimorpha;Cassidae;Cypraecassis;Cypraecassis testiculus
Mollusca;Gastropoda;;Pyramidellidae;Turbonilla;Turbonilla heilprini
Arthropoda;Malacostraca;Decapoda;Leucosiidae;Uhlias;Uhlias limbatus
Mollusca;Gastropoda;;Omalogyridae;Ammonicera;Ammonicera lineofuscata
Arthropoda;Malacostraca;Decapoda;Xanthidae;Etisus;Etisus maculatus
Hemichordata;Enteropneusta;;Ptychoderidae;Ptychodera;Ptychodera bahamensis
Mollusca;Gastropoda;;Pyramidellidae;Eulimastoma;Eulimastoma didymum
Arthropoda;Malacostraca;Decapoda;Mithracidae;Thoe;Thoe puella
Mollusca;Bivalvia;Ostreida;Isognomonidae;Isognomon;Isognomon radiatus
Cnidaria;Anthozoa;Actiniaria;Actiniidae;Bunodosoma;Bunodosoma granuliferum
Mollusca;Gastropoda;Cephalaspidea;Tornatinidae;Acteocina;Acteocina candei
Echinodermata;Holothuroidea;Apodida;Chiridotidae;Chiridota;Chiridota rotifera
Echinodermata;Echinoidea;Echinoneoida;Echinoneidae;Echinoneus;Echinoneus cyclostomus
Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus joubini
Mollusca;Gastropoda;Littorinimorpha;Rissoidae;Alvania;Alvania auberiana
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Lucapina;Lucapina suffusa
Mollusca;Polyplacophora;Chitonida;Ischnochitonidae;Ischnochiton;Ischnochiton papillosus
Mollusca;Bivalvia;Lucinida;Lucinidae;Codakia;Codakia orbicularis
Mollusca;Gastropoda;Littorinimorpha;Rissoidae;Simulamerelina;Simulamerelina caribaea
Mollusca;Gastropoda;;Cerithiidae;Cerithium;Cerithium litteratum
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Falsuszafrona;Falsuszafrona pulchella
Mollusca;Gastropoda;Trochida;Skeneidae;Lodderena;Lodderena pulchella
Arthropoda;Malacostraca;Decapoda;Diogenidae;Clibanarius;Clibanarius sclopetarius
Mollusca;Polyplacophora;Chitonida;Chitonidae;Chiton;Chiton marmoratus
Mollusca;Gastropoda;Nudibranchia;Dendrodorididae;Dendrodoris;Dendrodoris krebsii
Mollusca;Gastropoda;;Triphoridae;Iniforis;Iniforis turristhomae
Mollusca;Gastropoda;Stylommatophora;Streptaxidae;Streptartemon;Streptartemon deplanchei
Mollusca;Gastropoda;;Omalogyridae;Ammonicera;Ammonicera minortalis
Mollusca;Gastropoda;Seguenziida;Chilodontaidae;Euchelus;Euchelus guttarosea
Mollusca;Bivalvia;Ostreida;Malleidae;Malleus;Malleus candeanus
Mollusca;Gastropoda;;Pyramidellidae;Longchaeus;Longchaeus suturalis
Mollusca;Gastropoda;Littorinimorpha;Truncatellidae;Truncatella;Truncatella pulchella
Mollusca;Bivalvia;Ostreida;Pteriidae;Pteria;Pteria colymbus
Mollusca;Gastropoda;;Lottiidae;Lottia;Lottia antillarum
Mollusca;Gastropoda;Littorinimorpha;Vermetidae;Petaloconchus;Petaloconchus varians
Echinodermata;Holothuroidea;Holothuriida;Holothuriidae;Actinopyga;Actinopyga agassizii
Mollusca;Gastropoda;Littorinimorpha;Ovulidae;Cymbovula;Cymbovula acicularis
Mollusca;Gastropoda;;Batillariidae;Lampanella;Lampanella minima
Mollusca;Gastropoda;Trochida;Turbinidae;Turbo;Turbo castanea
Echinodermata;Holothuroidea;Apodida;Synaptidae;Euapta;Euapta lappa
Echinodermata;Ophiuroidea;Amphilepidida;Ophiolepididae;Ophiolepis;Ophiolepis impressa
Mollusca;Gastropoda;Nudibranchia;Dorididae;Aphelodoris;Aphelodoris antillensis
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus viridari
Mollusca;Scaphopoda;Dentaliida;Dentaliidae;Antalis;Antalis antillarum
Arthropoda;Malacostraca;Decapoda;Callianideidae;Mictaxius;
Mollusca;Gastropoda;Neogastropoda;Pisaniidae;Pisania;Pisania pusio
Mollusca;Bivalvia;Limida;Limidae;Limaria;Limaria pellucida
Mollusca;Bivalvia;Mytilida;Mytilidae;Leiosolenus;Leiosolenus bisulcatus
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus paraformosus
Echinodermata;Holothuroidea;Holothuriida;Holothuriidae;Holothuria;Holothuria glaberrima
Arthropoda;Malacostraca;Decapoda;Leucosiidae;Lithadia;Lithadia cumingii
Mollusca;Gastropoda;Littorinimorpha;Naticidae;Polinices;Polinices lacteus
Arthropoda;Malacostraca;Decapoda;Mithracidae;Omalacantha;Omalacantha bicornuta
Mollusca;Gastropoda;Stylommatophora;Achatinidae;Subulina;Subulina octona
Echinodermata;Asteroidea;Valvatida;Ophidiasteridae;Linckia;Linckia guildingi
Mollusca;Gastropoda;Trochida;Tegulidae;Tegula;Tegula lividomaculata
Mollusca;Gastropoda;Neogastropoda;Pseudomelatomidae;Crassispira;Crassispira pellisphocae
Mollusca;Bivalvia;Cardiida;Cardiidae;Papyridea;Papyridea semisulcata
Mollusca;Gastropoda;Nudibranchia;Chromodorididae;Felimare;Felimare espinosai
Echinodermata;Holothuroidea;Apodida;Synaptidae;Epitomapta;Epitomapta roseola
Echinodermata;Echinoidea;Cidaroida;Cidaridae;Eucidaris;Eucidaris tribuloides
Mollusca;Gastropoda;Neogastropoda;Fasciolariidae;Leucozonia;Leucozonia nassa
Mollusca;Bivalvia;Venerida;Veneridae;Chioneryx;Chioneryx pygmaea
Mollusca;Bivalvia;Lucinida;Lucinidae;Ctena;Ctena orbiculata
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Lucapina;Lucapina philippiana
Arthropoda;Malacostraca;Decapoda;Calappidae;Calappa;Calappa galloides
Sipuncula;Phascolosomatidea;Phascolosomatiformes;Phascolosomatidae;Antillesoma;Antillesoma antillarum
Mollusca;Gastropoda;;Lottiidae;Lottia;Lottia albicosta
Mollusca;Gastropoda;Littorinimorpha;Vermetidae;Dendropoma;Dendropoma corrodens
Mollusca;Gastropoda;Littorinimorpha;Hipponicidae;Hipponix;Hipponix antiquatus
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus cristulifrons
Mollusca;Gastropoda;Littorinimorpha;Rissoidae;Alvania;Alvania faberi
Mollusca;Gastropoda;Neogastropoda;Nassariidae;Phrontis;Phrontis antillarum
Echinodermata;Ophiuroidea;Amphilepidida;Ophionereididae;Ophionereis;Ophionereis reticulata
Arthropoda;Malacostraca;Decapoda;Grapsidae;Pachygrapsus;Pachygrapsus transversus
Echinodermata;Ophiuroidea;Ophiacanthida;Ophiodermatidae;Ophioderma;Ophioderma appressum
Mollusca;Gastropoda;Neogastropoda;Fasciolariidae;Fasciolaria;Fasciolaria tulipa
Arthropoda;Malacostraca;Decapoda;Cryptochiridae;Troglocarcinus;Troglocarcinus corallicola
Mollusca;Gastropoda;Trochida;Tegulidae;Tegula;Tegula hotessieriana
Arthropoda;Malacostraca;Decapoda;Porcellanidae;Petrolisthes;Petrolisthes galathinus
Arthropoda;Malacostraca;Decapoda;Scyllaridae;Scyllarides;Scyllarides aequinoctialis
Echinodermata;Ophiuroidea;Euryalida;Gorgonocephalidae;Astrophyton;Astrophyton muricatum
Mollusca;Bivalvia;Pectinida;Pectinidae;Caribachlamys;Caribachlamys sentis
Mollusca;Gastropoda;Neogastropoda;Granulinidae;Granulina;Granulina ovuliformis
Mollusca;Gastropoda;Trochida;Turbinidae;Lithopoma;Lithopoma caelatum
Mollusca;Gastropoda;Neogastropoda;Muricidae;Phyllonotus;Phyllonotus pomum
Arthropoda;Malacostraca;Decapoda;Oziidae;Ozius;Ozius reticulatus
Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes
Mollusca;Bivalvia;Mytilida;Mytilidae;Brachidontes;Brachidontes exustus
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Nitidella;Nitidella nitida
Echinodermata;Ophiuroidea;Ophiacanthida;Ophiocomidae;Ophiomastix;Ophiomastix wendtii
